,N (kg/ha),P (kg/ha),K (kg/ha),Temperature (°C),Humidity (%),pH,Rainfall (mm),label,Governorate,Irrigation,Fertilizer Plant,Flood,Sprinkler,Drip,Planting Season,Growing Season,Harvest Season,Area (ha),Fertilizer (kg),Pesticide (kg),Yield (t/ha),Year,Month,Date,Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),District
97,63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,667.0,105386.0,220.11,71.81818181818181,2023,9,2023-09-24,27.8,19.9,0.0,25.5,District II (Grand Tunis et ses environs)
98,33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,53.0,8374.0,17.490000000000002,0.97979797979798,2022,2,2022-02-14,17.9,4.0,0.0,12.7,District IV (Sud-Ouest)
99,82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,summer,160.0,25280.0,52.8,24.363636363636363,2021,3,2021-03-10,15.4,12.9,0.3,33.3,District I (Nord-Ouest)
100,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,8.0,1264.0,2.64,1.4444444444444444,2021,12,2021-12-05,16.4,4.9,0.0,21.4,District IV (Sud-Ouest)
101,95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,3763.0,594554.0,1241.79,37.99611650485437,2021,7,2021-07-11,37.4,19.1,0.0,15.2,District I (Nord-Ouest)
102,53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,44900.0,7282780.0,15715.0,1.510769231,2024,11,2024-11-26,21.0,12.7,0.0,14.1,District II (Grand Tunis et ses environs)
103,216,63,253,29.51,84.4,6.7,1522.05,banana,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,1518.0,246219.6,531.3,61.47185185,2021,7,2021-07-07,41.8,24.0,0.0,19.6,District I (Nord-Ouest)
104,24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,Kasserine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,3223000.0,493924750.0,1128050.0,1.435098039,2024,9,2024-09-09,32.0,20.8,0.1,18.8,District III (Centre/Sahel)
105,34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya,Kasserine,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,808.0,127664.0,266.64,70.0,2020,10,2020-10-25,19.5,13.7,8.3,13.8,District III (Centre/Sahel)
106,20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut,Sfax,Flood,Ten-Twenty Six-Twenty Six,best,medium,bad,summer,summer,autumn,20752.0,3365974.4,7263.2,8664.686667,2024,8,2024-08-06,32.3,23.8,0.0,27.0,District IV (Sud-Ouest)
107,120,87,52,28.0764455,76.05522115,5.905494703,118.99235729999998,banana,Jendouba,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,92440.0,15877494.4,34202.8,42.7084375,2022,6,2022-06-28,32.6,23.2,0.0,18.6,District I (Nord-Ouest)
108,13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,14.0,2212.0,4.62,0.8555555555555555,2022,3,2022-03-28,21.1,12.6,0.0,23.9,District IV (Sud-Ouest)
109,26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,63705.0,10065390.0,21022.65,1.250909090909091,2024,7,2024-07-17,41.9,25.6,0.0,22.4,District IV (Sud-Ouest)
110,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,Kasserine,Drip,DAP,bad,medium,best,spring,summer,autumn,89.0,14062.0,29.37,0.7444444444444444,2023,10,2023-10-19,32.1,13.8,0.0,16.6,District III (Centre/Sahel)
111,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,73832.0,11314754.0,25841.2,2.852692308,2020,9,2020-09-16,26.7,23.3,0.1,21.3,District I (Nord-Ouest)
112,39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil,Kairouan,Drip,DAP,bad,medium,best,autumn,winter,spring,176375.0,27867250.0,58203.75,1.1363636363636365,2023,11,2023-11-17,27.2,12.3,0.0,11.1,District III (Centre/Sahel)
113,13,144,204,30.7280404,82.42614055,6.092241627000001,68.38135469,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,8500.0,1343000.0,2805.0,10.444444444444445,2024,1,2024-01-20,17.6,12.6,4.8,20.3,District II (Grand Tunis et ses environs)
114,126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,599083.0,94601196.53,197697.39,1.961666667,2022,11,2022-11-30,15.1,8.7,4.7,20.8,District I (Nord-Ouest)
115,31,58,15,28.31886863,60.19461399,6.167855382000001,45.36521251,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,140030.0,22124740.0,46209.9,1.0054545454545454,2021,10,2021-10-16,24.6,10.1,0.0,16.8,District IV (Sud-Ouest)
116,87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,41.0,6478.0,13.53,2.3747474747474744,2022,12,2022-12-26,21.6,11.9,0.0,10.4,District I (Nord-Ouest)
117,116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,2050.0,323900.0,676.5,52.64854368932039,2022,8,2022-08-12,36.4,21.6,0.0,13.7,District I (Nord-Ouest)
118,39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,14.0,2212.0,4.62,0.7676767676767677,2020,5,2020-05-15,29.3,16.7,0.0,17.4,District III (Centre/Sahel)
119,34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,22927.0,3622466.0,7565.910000000001,27.29292929292929,2022,10,2022-10-16,29.8,17.4,0.0,13.0,District II (Grand Tunis et ses environs)
120,34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,22927.0,3622466.0,7565.910000000001,27.29292929292929,2023,7,2023-07-16,39.4,27.7,0.0,17.3,District II (Grand Tunis et ses environs)
121,78,34,48,18.27,53.82,6.31,150.89,barley,Bizerte,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,94000.0,14843540.0,31020.0,2.8575,2020,8,2020-08-05,28.2,23.8,0.0,29.6,District I (Nord-Ouest)
122,34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,815.0,128313.6,309.7,0.935555556,2022,2,2022-02-21,17.9,9.1,0.0,23.2,District II (Grand Tunis et ses environs)
123,36,54,46,42.54744013,94.94482086,6.662875839,214.41038480000003,papaya,Kasserine,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,304.0,48032.0,100.32,40.0,2022,11,2022-11-07,21.9,7.2,0.0,16.4,District III (Centre/Sahel)
124,62,45,34,15.44,45.17,6.02,95.13,barley,Ariana,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,autumn,winter,spring,530.0,83692.3,174.9,1.01,2023,8,2023-08-09,29.7,16.9,0.0,16.6,District II (Grand Tunis et ses environs)
125,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,50.0,7900.0,16.5,0.7222222222222222,2020,4,2020-04-04,19.6,10.9,0.1,36.8,District IV (Sud-Ouest)
126,36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange,Sfax,Drip,Urea,bad,medium,best,spring,summer,autumn,13870.0,2191460.0,4577.1,22.373737373737374,2023,8,2023-08-11,30.7,21.9,0.0,19.1,District IV (Sud-Ouest)
127,29,138,197,22.19055385,92.43764169,5.830892252000001,121.6622761,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,20391.0,3221778.0,6729.030000000001,9.644444444444444,2020,2,2020-02-04,22.8,13.8,0.0,25.9,District II (Grand Tunis et ses environs)
128,23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,230.0,36340.0,75.9,0.5505050505050505,2023,4,2023-04-25,31.4,14.1,0.0,17.5,District IV (Sud-Ouest)
129,23,138,195,22.49095104,91.70292746,5.7959857160000015,124.3915101,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,25745.0,4067710.0,8495.85,11.115151515151512,2020,2,2020-02-05,15.5,9.5,2.4,33.1,District II (Grand Tunis et ses environs)
130,167,83,127,25.0,67.0,7.0,567.0,lentil,Jendouba,Drip,Urea,bad,medium,best,autumn,winter,spring,158203.0,24996074.0,52206.990000000005,1.3163636363636364,2021,9,2021-09-13,33.7,17.8,0.0,13.1,District I (Nord-Ouest)
131,92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,3145.0,496910.0,1037.85,55.978640776699024,2020,5,2020-05-26,28.2,14.9,0.0,14.5,District I (Nord-Ouest)
132,0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango,Medenine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,130000.0,20540000.0,42900.0,9.343434343434344,2021,6,2021-06-22,45.2,32.8,0.0,30.8,District V (Sud)
133,86,36,77,24.91,78.2,5.83,898.07,sweet potato,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,5.0,789.55,1.65,14.6,2021,11,2021-11-24,20.9,12.5,0.0,16.6,District I (Nord-Ouest)
134,94,37,41,24.7634518,87.06071115,6.4635387070000005,179.1630865,jute,Jendouba,Flood,Urea,best,medium,bad,spring,summer,autumn,650.0,102641.5,214.5,8.295,2022,1,2022-01-17,13.5,4.1,0.0,21.9,District I (Nord-Ouest)
135,19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange,Tataouine,Drip,Seventeen-Seventeen-Seventeen,bad,medium,best,spring,summer,autumn,961.0,151838.0,317.13,18.27676767676768,2023,4,2023-04-15,25.7,11.7,0.0,21.4,District V (Sud)
136,31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,477851.0,77507432.2,167247.85,1.027272727,2020,5,2020-05-17,25.8,17.8,0.3,16.7,District II (Grand Tunis et ses environs)
137,113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,41696.0,6584215.36,13759.68,1.213636364,2024,11,2024-11-10,21.5,13.7,0.8,14.0,District I (Nord-Ouest)
138,35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,95.0,15010.0,31.35,0.5353535353535354,2022,10,2022-10-02,29.0,15.2,0.0,10.2,District IV (Sud-Ouest)
139,44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram,Kairouan,Drip,DAP,bad,medium,best,summer,summer,autumn,44.0,6952.0,14.52,0.702020202020202,2021,2,2021-02-06,27.7,12.8,0.0,18.6,District III (Centre/Sahel)
140,0,27,38,22.44581266,89.90147027,6.7380162210000005,109.3905998,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,3141.0,496278.0,1036.53,14.718446601941746,2022,12,2022-12-08,21.2,10.8,0.0,27.0,District IV (Sud-Ouest)
141,28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,1499.0,236842.0,494.67,12.04368932038835,2022,8,2022-08-04,32.2,24.5,0.0,21.5,District IV (Sud-Ouest)
142,36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,Sidi Bouzid,Drip,Twenty Eight-Twenty Eight,bad,medium,best,summer,summer,autumn,51.0,8058.0,16.830000000000002,0.8080808080808082,2022,5,2022-05-28,29.9,18.8,0.0,24.7,District IV (Sud-Ouest)
143,200,100,150,30.0,75.0,7.5,700.0,sunflower,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,82710.0,12675307.5,28948.5,0.448333333,2021,12,2021-12-13,15.0,3.8,0.0,11.8,District I (Nord-Ouest)
144,24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,4891.0,772778.0,1614.03,30.96969696969697,2023,9,2023-09-24,27.9,18.8,0.0,26.1,District II (Grand Tunis et ses environs)
145,23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,summer,summer,autumn,1.0,158.0,0.33,0.8131313131313131,2024,2,2024-02-27,19.3,11.5,0.5,31.4,District IV (Sud-Ouest)
146,97,12,47,25.28784623,89.63667876,6.765094963999998,58.28697664,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,861.0,136038.0,284.13,68.3,2024,8,2024-08-26,35.2,20.0,0.0,19.8,District I (Nord-Ouest)
147,83,21,28,25.5674832,60.49244602,7.466900682999999,190.2257843,coffee,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,304.0,48032.0,100.32,2.872727272727273,2022,8,2022-08-22,29.6,25.2,0.2,31.7,District I (Nord-Ouest)
148,167,83,127,25.0,67.0,7.0,567.0,peach,Jendouba,Drip,Urea,bad,medium,best,winter,spring,summer,10000.0,1580000.0,3300.0,19.5,2022,12,2022-12-08,20.3,8.2,0.0,10.6,District I (Nord-Ouest)
149,13,28,33,28.130115000000004,95.64807631,5.686972967000001,151.0761899,coconut,Sfax,Flood,Ten-Twenty Six-Twenty Six,best,medium,bad,summer,summer,autumn,103948.0,16414428.68,34302.84,12616.92333,2023,6,2023-06-23,34.5,21.5,0.0,21.1,District IV (Sud-Ouest)
150,40,65,49,35.32876402,91.06138506,6.678449317999999,163.9069365,papaya,Kasserine,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,415.0,65570.0,136.95000000000002,33.18181818181818,2024,1,2024-01-26,24.1,8.8,0.0,9.8,District III (Centre/Sahel)
151,37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans,Kairouan,Drip,DAP,bad,medium,best,spring,summer,autumn,770.0,121660.0,254.1,1.176767676767677,2022,6,2022-06-15,37.9,19.8,0.0,18.1,District III (Centre/Sahel)
152,13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,summer,summer,autumn,9.0,1422.0,2.97,0.8888888888888888,2024,12,2024-12-26,16.7,8.7,0.0,22.7,District IV (Sud-Ouest)
153,68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,Tunis,Flood,DAP,best,medium,bad,spring,summer,autumn,13649.0,2155313.59,4504.17,2.557272727,2023,2,2023-02-10,11.4,7.8,16.9,28.2,District II (Grand Tunis et ses environs)
154,44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,23.0,3634.0,7.590000000000001,0.8131313131313131,2021,9,2021-09-20,37.0,25.1,0.0,28.9,District III (Centre/Sahel)
155,18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,24958.0,3943364.0,8236.140000000001,11.040404040404042,2023,11,2023-11-22,17.8,12.8,1.8,32.6,District IV (Sud-Ouest)
156,116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,291000.0,45815040.0,110580.0,4.1875,2024,2,2024-02-15,18.8,5.5,0.0,14.3,District I (Nord-Ouest)
157,29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,summer,summer,autumn,76.0,12008.0,25.08,0.5,2021,11,2021-11-01,27.7,16.6,0.0,24.8,District IV (Sud-Ouest)
158,108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,64899.0,10526617.8,22714.65,2.738076923,2024,4,2024-04-19,16.2,7.6,1.5,33.4,District I (Nord-Ouest)
159,22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,Kasserine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,1824.0,288027.84,601.92,1.07,2021,7,2021-07-20,35.5,19.1,0.0,15.8,District III (Centre/Sahel)
160,21,41,37,24.77,58.07,7.62,91.89,lentil,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,196365.0,31025670.0,64800.45,0.6290909090909091,2024,12,2024-12-22,18.4,9.3,0.0,19.6,District IV (Sud-Ouest)
161,39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange,Sidi Bouzid,Drip,Twenty Eight-Twenty Eight,bad,medium,best,spring,summer,autumn,17312.0,2735296.0,5712.96,21.323232323232325,2021,12,2021-12-28,21.2,12.3,0.0,18.8,District IV (Sud-Ouest)
162,100,50,80,15.0,50.0,6.0,300.0,zucchini,Jendouba,Drip,Urea,bad,medium,best,spring,summer,summer,134.0,21172.0,44.22,26.666666666666668,2023,6,2023-06-10,25.8,19.4,3.8,15.9,District I (Nord-Ouest)
163,6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,112771.0,17817818.0,37214.43,1.6272727272727274,2020,11,2020-11-19,22.3,15.9,0.4,23.8,District IV (Sud-Ouest)
164,133,67,103,20.0,58.0,6.5,433.0,oat,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,100.0,15800.0,33.0,0.5,2022,2,2022-02-21,17.7,6.4,0.0,19.6,District I (Nord-Ouest)
165,33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya,Kasserine,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,354.0,55932.0,116.82,35.45454545454545,2024,2,2024-02-12,17.7,2.7,0.2,20.4,District III (Centre/Sahel)
166,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,18128.0,2778116.0,6344.8,2.245454545,2020,6,2020-06-30,28.9,21.6,0.0,14.1,District I (Nord-Ouest)
167,40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram,Kairouan,Drip,DAP,bad,medium,best,summer,summer,autumn,60.0,9480.0,19.8,0.9595959595959596,2022,6,2022-06-04,41.5,23.4,0.0,20.2,District III (Centre/Sahel)
168,112,87,48,27.19711623,77.39706290000002,6.200111067999999,99.46950465,banana,Jendouba,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,3376.0,517372.0,1181.6,55.18416667,2021,12,2021-12-14,15.3,1.8,0.0,6.6,District I (Nord-Ouest)
169,36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,Sidi Bouzid,Drip,Twenty Eight-Twenty Eight,bad,medium,best,summer,summer,autumn,51.0,8058.0,16.830000000000002,0.8080808080808082,2022,4,2022-04-17,23.6,11.0,0.3,22.7,District IV (Sud-Ouest)
170,112,54,15,25.46228792,81.56641891,6.1754923060000015,76.88582484,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,478.0,75256.32,181.64,1.9925,2023,1,2023-01-13,15.7,8.4,0.4,20.9,District I (Nord-Ouest)
171,32,71,85,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,235.0,36998.4,89.3,0.8025,2022,9,2022-09-30,32.2,19.1,0.0,18.9,District II (Grand Tunis et ses environs)
172,100,50,80,15.0,50.0,6.0,300.0,peach,Jendouba,Drip,Urea,bad,medium,best,winter,spring,summer,6683.0,1055914.0,2205.3900000000003,14.0,2023,12,2023-12-14,17.0,9.5,1.7,25.3,District I (Nord-Ouest)
173,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,34.0,5372.0,11.22,1.3222222222222222,2023,9,2023-09-04,30.0,22.1,0.0,17.1,District IV (Sud-Ouest)
174,23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,2175.0,343650.0,717.75,10.199029126213592,2021,8,2021-08-27,32.1,25.2,0.0,21.7,District IV (Sud-Ouest)
175,115,18,53,29.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,790.0,124820.0,260.7,23.51515151515152,2023,6,2023-06-30,40.3,21.8,0.0,25.0,District I (Nord-Ouest)
176,35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,11936.0,1885888.0,3938.88,12.21818181818182,2024,7,2024-07-13,36.5,23.3,0.0,16.5,District II (Grand Tunis et ses environs)
177,89,11,47,29.78714005,94.65343534,6.327822962000001,27.8659442,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,910.0,143780.0,300.3,23.09090909090909,2024,5,2024-05-15,31.1,17.4,0.1,17.7,District I (Nord-Ouest)
178,133,67,103,20.0,58.0,6.5,433.0,sesame,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,1000.0,158000.0,330.0,0.7333333333333333,2023,6,2023-06-25,30.7,17.2,0.0,19.8,District I (Nord-Ouest)
179,6,125,204,27.92004934,82.93262435,5.7335398070000005,69.92092839,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,9400.0,1485200.0,3102.0,5.333333333333333,2021,6,2021-06-24,32.9,21.4,0.0,17.8,District II (Grand Tunis et ses environs)
180,33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,90964.0,14372312.0,30018.120000000003,0.6781818181818182,2022,7,2022-07-03,40.3,25.1,0.0,11.1,District IV (Sud-Ouest)
181,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,11266.0,1935048.16,4168.42,2.881428571,2023,1,2023-01-06,16.3,13.8,1.3,19.8,District I (Nord-Ouest)
182,101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,766.0,121028.0,252.78,53.980582524271846,2023,6,2023-06-24,30.8,18.9,0.0,18.0,District I (Nord-Ouest)
183,131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,25.0,4055.0,8.75,0.36,2020,12,2020-12-20,15.6,10.0,0.5,11.5,District I (Nord-Ouest)
184,95,88,52,28.00316034,78.90085998,6.235461772000001,94.68180316,banana,Bizerte,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,26969.8,4133121.85,9439.43,44.61416667,2023,3,2023-03-30,26.3,12.2,0.0,20.5,District I (Nord-Ouest)
185,43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,84.0,13272.0,27.72,0.6212121212121212,2020,2,2020-02-22,20.7,8.8,0.0,11.6,District III (Centre/Sahel)
186,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,9.0,1416.96,3.42,0.535,2022,2,2022-02-21,19.2,8.0,0.0,23.5,District IV (Sud-Ouest)
187,85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana,Bizerte,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,252.0,38619.0,88.2,13.02666667,2022,7,2022-07-04,31.4,22.7,0.0,17.7,District I (Nord-Ouest)
188,44,56,49,39.23342464,91.25589286,6.519779582999999,64.4478499,papaya,Kasserine,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,495.0,78210.0,163.35,46.81818181818181,2024,9,2024-09-26,31.3,16.6,0.0,16.3,District III (Centre/Sahel)
189,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Tunis,Flood,DAP,best,medium,bad,spring,summer,autumn,3817.0,602742.47,1259.61,2.273333333,2024,9,2024-09-27,32.4,21.5,0.0,17.8,District II (Grand Tunis et ses environs)
